,link,date,topic
431,http://www.fakingnews.com/entertainment/ricky-vicky-time-plan-starting-summer-camp-26496,"25, May 2018",bollywood
516,http://www.fakingnews.com/entertainment/cbfc-asks-race-3-makers-mention-movie-story-line-disclaimer-26467,"23, May 2018",bollywood
517,http://www.fakingnews.com/entertainment/voting-bengal-task-next-khatron-ke-khiladi-season-26408,"15, May 2018",bollywood
518,http://www.fakingnews.com/entertainment/hrd-ministry-govt-will-measure-rate-unemployment-counting-no-people-dont-skip-ads-youtube-videos-26018,"14, May 2018",bollywood
519,http://www.fakingnews.com/entertainment/students-protest-karan-johar-wrong-portrayal-soty2-poster-shows-students-backpacks-26148,"12, Apr 2018",bollywood
520,http://www.fakingnews.com/entertainment/afraid-karan-johar-launching-star-kid-zero-interest-movies-hides-deep-tunnel-26145,"11, Apr 2018",bollywood
521,http://www.fakingnews.com/entertainment/planning-holiday-taimur-saif-kareena-get-shocked-see-pics-holiday-already-internet-24359,"08, Apr 2018",bollywood
522,http://www.fakingnews.com/entertainment/salmans-lawyer-punishment-reduced-not-able-make-sad-expression-just-movies-26090,"05, Apr 2018",bollywood
523,http://www.fakingnews.com/entertainment/aamir-khan-takes-method-acting-new-level-will-take-break-real-life-prepare-interval-part-movie-26042,"30, Mar 2018",bollywood
524,http://www.fakingnews.com/entertainment/remixing-old-songs-will-soon-criminal-offense-makers-will-made-listen-remixed-songs-part-punishment-26008,"27, Mar 2018",bollywood
525,http://www.fakingnews.com/entertainment/news-channel-implements-odd-even-rule-journalists-will-cover-taimur-priya-prakash-alternate-days-25587,"15, Feb 2018",bollywood
526,http://www.fakingnews.com/entertainment/salman-khan-race-3-film-based-real-events-disclaimer-25538,"12, Feb 2018",bollywood
527,http://www.fakingnews.com/entertainment/director-gets-approval-160-plus-senas-across-country-announcing-next-period-film-25515,"10, Feb 2018",bollywood
708,http://www.fakingnews.com/entertainment/google-earth-finding-mention-oscar-nominated-lion-tech-giant-urges-hollywood-promote-google-plus-19600,"27, Feb 2017",bollywood
709,http://www.fakingnews.com/entertainment/increase-jolly-llb-2s-length-3-hrs-court-case-sends-wrong-message-society-bombay-high-court-19358,"07, Feb 2017",bollywood
710,http://www.fakingnews.com/entertainment/bigg-boss-man-returns-news-debates-watch-endless-fighting-19282,"01, Feb 2017",bollywood
